CA Certificate Type,Issuer DN,Subject DN,SHA-256(Certificate),SHA-256(SubjectPublicKeyInfo),Not Before,Not After,Expired (checked at 2025-08-21T10:44:20Z)?,Revoked (checked at 2025-08-21T10:44:20Z)?,CA Owner,TLS?,S/MIME?,Code Signing?,eIDAS?,Document Signing?,External?,Serial Number,Subject Key Identifier
Intermediate,"CN=COMODO RSA Certification Authority
O=COMODO CA Limited
L=Salford
ST=Greater Manchester
C=GB","CN=United Parcel Service, Inc. RSA OV CA
O=United Parcel Service, Inc.
L=Atlanta
ST=GA
C=US",6BE7D04E20FFC28F198CA88FC0C3644784FD156903BF078130FB964C0258DBA0,4B05E66DC15338457EF36B31261025D11FAE1954EA57D7960A7600335DB1418B,2016-02-26 00:00:00,2026-02-25 23:59:59,No,No,Sectigo,TLS,n/a,n/a,n/a,n/a,n/a,6FAB0FDDF9BB2D2C2AD76DFE0A2ECC0B,D49FAFF8EDC263BC6B9ACCA09002AAB357BE081C
Intermediate,"CN=COMODO RSA Certification Authority
O=COMODO CA Limited
L=Salford
ST=Greater Manchester
C=GB","CN=WebNIC Assured ID CA
O=WebNIC
L=Singapore
C=SG",7CB1F0F103D4EE82D9AD41F69023C594211F5285C394E87D54BF0474622C8265,876C5D911D2DB28C1B96038A1E75E85B3E0745DE9315DB9F3F02B6900E6B662B,2019-09-23 00:00:00,2029-09-22 23:59:59,No,No,Sectigo,n/a,S/MIME,n/a,n/a,n/a,n/a,7AD369E468B07B56000A92D279E9C551,479D4D19C42FBEF9D5F92909FD16B2FC5778A5F2
Intermediate,"CN=COMODO RSA Certification Authority
O=COMODO CA Limited
L=Salford
ST=Greater Manchester
C=GB","CN=WebNIC Code Signing CA
O=WebNIC
L=Singapore
C=SG",D334D359A9944864B4D08F6B509E370BBE378F71BDED0B239A3AB8BE052A296E,2E33182B0CEE5913B7DB205459D8F5F1D3CDC42AB1CDE97E55B4208FA8470263,2019-09-23 00:00:00,2029-09-22 23:59:59,No,No,Sectigo,n/a,n/a,CS,n/a,n/a,n/a,00A92144419810B19B539F1754C4795FAA,09BC3FA63767F8B93A23062C9C865F8876E0338F
Intermediate,"CN=COMODO RSA Certification Authority
O=COMODO CA Limited
L=Salford
ST=Greater Manchester
C=GB","CN=WebNIC RSA Business Secure Site CA
O=WebNIC
L=Singapore
C=SG",48855C93594527339D98449689FAB7C315FF5465066C516C29DBDCF1853901D3,5447FCBC55435318EC3F72D8C85CB9E3DE79EF26F8DF58E42C75C668979E834B,2019-09-23 00:00:00,2029-09-22 23:59:59,No,No,Sectigo,TLS,n/a,n/a,n/a,n/a,n/a,7BC083C1E5D05464CF64590E99CEB5C1,4982B26C9BE98F534915C4DEEB11ED09AF11CF64
Intermediate,"CN=COMODO RSA Certification Authority
O=COMODO CA Limited
L=Salford
ST=Greater Manchester
C=GB","CN=WebNIC RSA Domain Secure Site CA
O=WebNIC
L=Singapore
C=SG",668901E5764D7D9099ABC21348599D9FF36B916CA839B351E6875B18B16130BE,FBA1F42727CF7EB44D59E748CE3B4D6C960352A33100CF6F19DCB8C85439C852,2019-09-23 00:00:00,2029-09-22 23:59:59,No,No,Sectigo,TLS,n/a,n/a,n/a,n/a,n/a,0083E8C0CFFC447279F3F26A5140E3FCCB,940C492D7E1D3E0F8B5DE9CDC4179A451D28BB35
Intermediate,"CN=COMODO RSA Certification Authority
O=COMODO CA Limited
L=Salford
ST=Greater Manchester
C=GB","CN=WebNIC RSA Extended Validation Secure Site CA
OU=Controlled by Sectigo exclusively for WebNIC
O=WebNIC (Web Commerce Communications (Singapore) Pte. Ltd.)
L=Singapore
C=SG",198E332F10FA0F58AF083AE964BC6441F06CD0FAD319B1235FE3ED0F7C6EAF93,0E451738DA591B91FB346C7A5F593D4FDBF83D8A6951DDF9A59DE88229D3386D,2019-09-23 00:00:00,2029-09-22 23:59:59,No,No,Sectigo,TLS,n/a,n/a,n/a,n/a,n/a,00A86E5DF394EE58160A145836068618DD,3CC14CA75A5C93086E4FBC71DCDB2F80DC3A6DF4
Intermediate,"CN=COMODO RSA Certification Authority
O=COMODO CA Limited
L=Salford
ST=Greater Manchester
C=GB","CN=WoTrus DV Server CA
OU=Controlled by Sectigo exclusively for WoTrus CA Limited
O=WoTrus CA Limited
L=Shenzhen
ST=Guangdong
C=CN",E36F165FF7739CD900A2562767B3EAFBE67A34C83C3A82F4C21D5F51C3ED191E,0610AD2A1960D7A620A4AB64BC4C8C6F5D16E2B9D521A802CF864B062707D5A4,2019-02-27 00:00:00,2029-02-26 23:59:59,No,No,Sectigo,TLS,n/a,n/a,n/a,n/a,n/a,3C104F09BD9C5EE5321F44C5E99DB304,0D49C90F3EB1DF3203B592DB25A56D74EC5922CB
Root,"CN=Ensured Root CA
O=Ensured B.V.
L=Heerhugowaard
ST=Noord-Holland
C=NL","CN=Ensured Root CA
O=Ensured B.V.
L=Heerhugowaard
ST=Noord-Holland
C=NL",E99BA2CEF1B86154C7362AD2001C3DB99083F155769B69B6280E0BC7E8672AA4,58834D7F17AE7CF3E6F66E8FC0BE675DEF9B4BBB209769A9CAAC1AFEDD15138A,2014-11-11 00:00:00,2038-01-18 23:59:59,No,No,Sectigo,TLS,S/MIME,CS,n/a,DS,n/a,38752E658FD0392D637E22AB2C334BF3,D9B78AC006AD644E8C23175E746F760D55527E67
Root,"CN=Ensured Root CA
O=Ensured B.V.
L=Heerhugowaard
ST=Noord-Holland
C=NL","CN=Ensured Root CA
O=Ensured B.V.
L=Heerhugowaard
ST=Noord-Holland
C=NL",100CF7E1373EBDAE233E5F8B1A5385FDABFEE8A31F752E33219D343DE3AFBC9C,A05173F9D35757117666D5975177C5325DDB7165A5238DCBE092E121E98F377C,2015-07-23 00:00:00,2038-01-18 23:59:59,No,No,Sectigo,n/a,S/MIME,CS,n/a,DS,n/a,4D610DEBB88300B06913A755A41B4B44,88D498EAFA6650F89385DF604B97FE2FA930DD50
Intermediate,"CN=Ensured Root CA
O=Ensured B.V.
L=Heerhugowaard
ST=Noord-Holland
C=NL","CN=Ensured Document Signing CA
O=Ensured B.V.
L=Heerhugowaard
ST=Noord-Holland
C=NL",AF91CB7ECA09C786771E12A9DFF6119A8219EF21DF0CC88A45EE9A7A72D1E39B,273C08121257D3AED73F71DD01ED451D2F975ACF22DB90DEF0ED82BE9CE1C155,2014-11-18 00:00:00,2029-11-17 23:59:59,No,No,Sectigo,n/a,n/a,n/a,n/a,DS,n/a,6DB95BEFD9405EBF270984F17934F7A9,D726FC9A8409D86858609CE8DAFA2A1FADBA895C
Intermediate,"CN=Ensured Root CA
O=Ensured B.V.
L=Heerhugowaard
ST=Noord-Holland
C=NL","CN=Ensured Document Signing CA
O=Ensured B.V.
L=Heerhugowaard
ST=Noord-Holland
C=NL",21AAFAB7AF583E286598CFECA8BD4358C37D7ACED5CB6370AC8110B8398BE476,D5985AF57B43164EC6528EF4F0E007DBAA114FD7B203D8513FF46A0A6AF13571,2016-10-25 00:00:00,2031-10-24 23:59:59,No,No,Sectigo,n/a,n/a,n/a,n/a,DS,n/a,7DC4CA1EEFCCD9E5CEFA552BA897887B,CA091CC32A85258D5ABF2E0F96807D4CFDCC1F52
Intermediate,"CN=Ensured Root CA
O=Ensured B.V.
L=Heerhugowaard
ST=Noord-Holland
C=NL","CN=Ensured Timestamping CA
O=Ensured B.V.
L=Heerhugowaard
ST=Noord-Holland
C=NL",1F54B4B47B9404EE66086C6CF7CA60D236754BCF6EF835B19791CF91592A25D9,48F1738859CDED654EF2DA134E9FE119AA7D5FF89C784AB238DDC9F3C0E33F94,2014-11-18 00:00:00,2029-11-17 23:59:59,No,No,Sectigo,n/a,n/a,CS,n/a,DS,n/a,39928A2DBF2B1C0AE5BC60F9D2902FFA,5F4EEA671F487D37EA59F9B14528E8C7EF7627C0
Intermediate,"CN=Ensured Root CA
O=Ensured B.V.
L=Heerhugowaard
ST=Noord-Holland
C=NL","CN=Ensured Timestamping CA
O=Ensured B.V.
L=Heerhugowaard
ST=Noord-Holland
C=NL",E396A793475EB6FF150A64D6133A7EE0A2C7B6775CBEEBA695B90DA01D81A044,5607A0697EC6F2D6D844D0854B0A73AE04E4FF112BFADC9ECD7D1F92B0BA3A9C,2016-10-25 00:00:00,2031-10-24 23:59:59,No,No,Sectigo,n/a,n/a,CS,n/a,DS,n/a,00B5F5483F45B1861681B871A801F9D80B,007E856C3D3B76CF085593D5B2DE0B10BC31471F
Intermediate,"CN=Entrust Root Certification Authority - G2
OU=(c) 2009 Entrust, Inc. - for authorized use only
OU=See www.entrust.net/legal-terms
O=Entrust, Inc.
C=US","CN=Sectigo Legacy Server Authentication CA OV R30
O=Sectigo Limited
C=GB",2E0B84189FF9740C140CC7EBDDA051A2C239F1DEEB12FC4C56DBD500F95398D8,8E837A20F68F07D00B7773B3105407490712202B34FD4FCC993E2A70A8125EB7,2025-06-23 16:05:52,2030-12-06 23:59:59,No,No,Sectigo,TLS,n/a,n/a,n/a,n/a,n/a,08A1B53D9002DDB7C85DBC562A65902C,4ED1786B1BD7D182AAC1F281DFF67068B8DC15DC
Root,"CN=Sectigo Public Code Signing Root E46
O=Sectigo Limited
C=GB","CN=Sectigo Public Code Signing Root E46
O=Sectigo Limited
C=GB",8F6371D8CC5AA7CA149667A98B5496398951E4319F7AFBCC6A660D673E438D0B,1679B889B408FD06CE0E96994D2C47AA35CAE25562A6B9A2E5574D2598BCA0D8,2021-03-22 00:00:00,2046-03-21 23:59:59,No,No,Sectigo,n/a,n/a,CS,n/a,n/a,n/a,50249BA2EF8EA6BF6C2C1F1A6385D4C3,CF7D2CA0907A981DDDB65E85C2E0DA1571D2E55E
Intermediate,"CN=Sectigo Public Code Signing Root E46
O=Sectigo Limited
C=GB","CN=Sectigo Public Code Signing CA E36
O=Sectigo Limited
C=GB",C2CFED7CEBBE2E733E21CAE659A734C83581FB72D321AB565B042EAA84C90CC3,85686F0C986F128A4A72B4D65F0CFD64C501A125B1F3E8F15A7BED0276574866,2021-03-22 00:00:00,2036-03-21 23:59:59,No,No,Sectigo,n/a,n/a,CS,n/a,n/a,n/a,3602617636E7034B9CC1FC5FFEAC2D54,250D9B6DD81877B78AC3385156E5C7F2B5FF836A
Intermediate,"CN=Sectigo Public Code Signing Root E46
O=Sectigo Limited
C=GB","CN=Sectigo Public Code Signing CA EV E36
O=Sectigo Limited
C=GB",9ECEE96BDA8EEC6F28E40D78E0C2D58D57837827EAA23B43176F1C0BE255B993,D9DEC2AE166B3758840CB4B9360E5A9D8D65155F8A2749D20EDC4F6D7F0DBD55,2021-03-22 00:00:00,2036-03-21 23:59:59,No,No,Sectigo,n/a,n/a,CS,n/a,n/a,n/a,3774434F9EB40E221F9236CA1F2F2717,1A74A438D7B9B60EB35BFADC5EAE3FB6F0733D88
Root,"CN=Sectigo Public Code Signing Root R46
O=Sectigo Limited
C=GB","CN=Sectigo Public Code Signing Root R46
O=Sectigo Limited
C=GB",7E76260AE69A55D3F060B0FD18B2A8C01443C87B60791030C9FA0B0585101A38,3537D13105F4518B938439CA8A91363E4DA3AAAD5B7A8EB15A66E7B64156BF91,2021-03-22 00:00:00,2046-03-21 23:59:59,No,No,Sectigo,n/a,n/a,CS,n/a,n/a,n/a,4B2C3B01018BAD2ABC8C7B5B3EED9057,32EB929AFF3596482F284042702036915C1785E6
Intermediate,"CN=Sectigo Public Code Signing Root R46
O=Sectigo Limited
C=GB","CN=Certera RSA Code Signing CA 2
O=Certera LLC
C=US",536D13E63838C60A23F03D7D74BB8CED211D22F0EE9A72FEBFD671EFE17E24B1,454024CBC437FF8EB62E4B1CBCCCC30931574A6F19867903F02B56BE31205B07,2025-08-20 00:00:00,2035-08-19 23:59:59,No,No,Sectigo,n/a,n/a,CS,n/a,n/a,n/a,00DDD76E63069F1FE2237C9053CE092B03,08168FDB2B9BBF7306ED884961E60C54D5A26D14
Intermediate,"CN=Sectigo Public Code Signing Root R46
O=Sectigo Limited
C=GB","CN=EUNETIC RSA Code Signing CA 4
O=EUNETIC GmbH
C=DE",8633CD79F30CCE87411AB65A118E4FAC3738601183CA589D2F53618BCF5835C2,FA4B78A1835CF382544DE9C97D28C44D4239A1CBDF1DF118776D6C387EB3AE0E,2025-08-20 00:00:00,2035-08-19 23:59:59,No,No,Sectigo,n/a,n/a,CS,n/a,n/a,n/a,4F011B785CDACC78436EF6A71A98F7FF,4AF76CF8360FCB25E9AF17B95B99C0912C542939
Intermediate,"CN=Sectigo Public Code Signing Root R46
O=Sectigo Limited
C=GB","CN=iTrust RSA Code Signing CA 2
O=iTrust, Inc.
C=CN",2EC0F6D52A9E2C3789EDB4F956F0340B4A5911226CB91DCE4005C363B2144497,5828A173D1A00E1397BE40ACD2C802AFBBDFC62263011B8C514BD17C56630BD9,2024-11-06 00:00:00,2034-11-05 23:59:59,No,No,Sectigo,n/a,n/a,CS,n/a,n/a,n/a,6E100F73BC5E73F3947931DFC6903880,60D615B675B6F991910690E3F63384074B2FC91A
Intermediate,"CN=Sectigo Public Code Signing Root R46
O=Sectigo Limited
C=GB","CN=Sectigo Public Code Signing CA EV R36
O=Sectigo Limited
C=GB",384E9F98355A133565EB03083B79E71A46F00C21352ED7C06990D841228CBE88,4C2655992D5A342A1082D3C3F0BA8ADE37DFB425D15D3F4A3C091609AF60C112,2021-03-22 00:00:00,2036-03-21 23:59:59,No,No,Sectigo,n/a,n/a,CS,n/a,n/a,n/a,33D708A891405319E2A5BBD339B9AD6E,813292412B28CD46C8C4A2C62A3912EC48A93F14
Intermediate,"CN=Sectigo Public Code Signing Root R46
O=Sectigo Limited
C=GB","CN=Sectigo Public Code Signing CA R36
O=Sectigo Limited
C=GB",7FB0F58D71130ABE724969F1CDC9B6A8D3274DA18D059229B009A5B9B5557445,C004A1594B6056BB9F940EF4E4DEC2DBA6EB10BC6B001CA57752CEE9C1EA72CC,2021-03-22 00:00:00,2036-03-21 23:59:59,No,No,Sectigo,n/a,n/a,CS,n/a,n/a,n/a,621D6D0C52019E3B9079152089211C0A,0F2ACB208728B8EC6F48AE2B54A629AA17A4CD0C
Intermediate,"CN=Sectigo Public Code Signing Root R46
O=Sectigo Limited
C=GB","CN=宝塔 RSA Code Signing CA
O=广东堡塔安全技术有限公司
C=CN",90E72AED296A4CFE10E46491B95FD2FF034E634CA7E817D8573ADD610B60D04B,DAF10144DF104EAB3F2C9DF91F1FE3484B16D7C3CA84DFECB29EE837C41ADD65,2024-11-06 00:00:00,2034-11-05 23:59:59,No,No,Sectigo,n/a,n/a,CS,n/a,n/a,n/a,6FF826AE7128AD6B164065F448003478,1262624E3FE85EC71ACE0F04643978BD8A6F9458
Root,"CN=Sectigo Public Document Signing Root E46
O=Sectigo Limited
C=GB","CN=Sectigo Public Document Signing Root E46
O=Sectigo Limited
C=GB",01A1A03E1F3DD7ED3CCADAE4D668B4446065DDF3B2DCF05D1DAFFDB2591B3838,5842C9C71852647D253475BE59CD43969A59B2E86D01E63B4BC529294D644D64,2021-03-22 00:00:00,2046-03-21 23:59:59,No,No,Sectigo,n/a,n/a,n/a,n/a,DS,n/a,614A49E9AA87F4D59A3EE22EB2AD5B37,88D32391D4C932FB682CDDFEAF87639E3F314768
Intermediate,"CN=Sectigo Public Document Signing Root E46
O=Sectigo Limited
C=GB","CN=Sectigo Public Document Signing CA E36
O=Sectigo Limited
C=GB",C8698FD0673951BC75219CEBE560B6028BEB91962AA13B46B2BBAD627DB9AF08,E7D3BE7CAD0C12ED65F0001E28A29960482E5DE85C53628713EF1FE5AF086EEB,2021-03-22 00:00:00,2036-03-21 23:59:59,No,No,Sectigo,n/a,n/a,n/a,n/a,DS,n/a,639A960DF757C07533727D64598E269F,D18110972BA04870135E81E87BFC366AF68A37C3
Root,"CN=Sectigo Public Document Signing Root R46
O=Sectigo Limited
C=GB","CN=Sectigo Public Document Signing Root R46
O=Sectigo Limited
C=GB",43A61038597C31F4E7D75DEEB831E38462D968308C68B5A078F719139735DA89,29472BD6CC54563D2A9C454BA95322864FAEC99B0C07865758DDE37E3F10D7CC,2021-03-22 00:00:00,2046-03-21 23:59:59,No,No,Sectigo,n/a,n/a,n/a,n/a,DS,n/a,00FA7CBEEA8B97A208D02BA6944904589F,B13879BAB462914E8BC44B151FC5CFEFC3A0A7F7
Intermediate,"CN=Sectigo Public Document Signing Root R46
O=Sectigo Limited
C=GB","CN=Sectigo Public Document Signing CA R36
O=Sectigo Limited
C=GB",26378CD9621378D8B24A30119548D5AFD1068C83870603C3A7659C9E13C7E3D8,08443BFB907785956C0E3848A50433E7917D3C23F649A2DFD9C443A360F882ED,2021-03-22 00:00:00,2036-03-21 23:59:59,No,No,Sectigo,n/a,n/a,n/a,n/a,DS,n/a,32BA1453956485ED2E7A6B46224537E1,9480C4E1627FDAB5D1961A4AED18D230D0F5564D
Root,"CN=Sectigo Public Email Protection Root E46
O=Sectigo Limited
C=GB","CN=Sectigo Public Email Protection Root E46
O=Sectigo Limited
C=GB",22D9599234D60F1D4BC7C7E96F43FA555B07301FD475175089DAFB8C25E477B3,9710F2D0872D46BFB5CE50AFE7EDC362C119227B351B57E282F1AAF9C6D2DE8D,2021-03-22 00:00:00,2046-03-21 23:59:59,No,No,Sectigo,n/a,S/MIME,n/a,n/a,n/a,n/a,6EF5D3A7418EA05940A7306BD2406556,2D4E8CA7C223B257A9066B3E6B2B89F3C35E47CE
Intermediate,"CN=Sectigo Public Email Protection Root E46
O=Sectigo Limited
C=GB","CN=InCommon ECC Secure Email CA 3
O=Internet2
C=US",86872ADCEBB9F15338B21DD064F969B75998372F9D7353CB5F467B4CAA8F7B24,206302199D9DF568760815A6202D0E3B05264DF12F241B500009282EF5D447DC,2024-06-05 00:00:00,2034-06-04 23:59:59,No,No,Sectigo,n/a,S/MIME,n/a,n/a,n/a,n/a,65D1E3DFAB0E3F6CC058477BBD676C40,3713D36F3031167B82CEE203A83D08AB5AFD8778
Intermediate,"CN=Sectigo Public Email Protection Root E46
O=Sectigo Limited
C=GB","CN=iTrust ECC Secure Email CA 2
O=iTrust, Inc.
C=CN",2BF08AE98D63C5AC1B0FB8E5509E808EC82D7035A550E7D3F9E8ED87B8D851F0,C3702DA1A6925D83EA6F54EC1A8FFDA32E172BA055B6A94391ADE9EE4D16CCC4,2024-11-06 00:00:00,2034-11-05 23:59:59,No,No,Sectigo,n/a,S/MIME,n/a,n/a,n/a,n/a,00A556D904E293D0989BFC6825C94AE3C4,2DBF02F5BA0F92014FBBEEBE2E888A640E2FCB4B
Intermediate,"CN=Sectigo Public Email Protection Root E46
O=Sectigo Limited
C=GB","CN=Lidl & Kaufland Asia ECC Secure Email CA
O=Lidl & Kaufland Asia Pte. Limited
C=SG",B6B73C221FD1367D5CDE49D6C53725D1F83882AB6DBE21DBA57BD29116F876D5,81203DFCA30DA6B113682616D381F573F0B8A592CE9979E040F5EEE7372A45C3,2024-10-03 00:00:00,2034-10-02 23:59:59,No,No,Sectigo,n/a,S/MIME,n/a,n/a,n/a,n/a,0089F00C2E69A192A1BD9543B8A6153F1F,CD5C001A58027D4682900D01E830591911717719
Intermediate,"CN=Sectigo Public Email Protection Root E46
O=Sectigo Limited
C=GB","CN=Sectigo Public Email Protection CA E36
O=Sectigo Limited
C=GB",F0C60046121178A15B108341B47B5F4BCA37E5C898E3239F2756DB5AA8D42BE1,EAEEE44FBC6BC61367AD665DF98682AEAE35EABD48B645148E13D18673CD6598,2021-03-22 00:00:00,2036-03-21 23:59:59,No,No,Sectigo,n/a,S/MIME,n/a,n/a,n/a,n/a,707829BF6998D30FADC6063C3797281A,DA128EA6391974DB436505D4F84FB287D84B8DE9
Intermediate,"CN=Sectigo Public Email Protection Root E46
O=Sectigo Limited
C=GB","CN=TBS Internet ECC Secure Email CA 4
O=TBS INTERNET Ltd.
C=GB",2FF8F3276E98EBCB6C2E6C524BF12AA40E6B6813A88E72C4BB9D24428E7961FA,5D166DD8AE5E3336E793CCD6DEB9434741825D4109BD2EE300118512D5DF25CD,2024-10-03 00:00:00,2034-10-02 23:59:59,No,No,Sectigo,n/a,S/MIME,n/a,n/a,n/a,n/a,1505B3A78B360AF41805C45E351492FF,01F60AC44F63737B7DEE35F8B70F7BDC8C623F56
Intermediate,"CN=Sectigo Public Email Protection Root E46
O=Sectigo Limited
C=GB","CN=TrustAsia ECC Secure Email CA 3
O=TrustAsia Technologies, Inc.
C=CN",177AC6B42931BD7D6D5E1F1FB6EB959245750A8CEF04E7E2FBC10DB677E01BB0,A22691F06218C5A41DEA61D9C788CA13B5E403DA3A637AAF803B2171A2569999,2024-05-01 00:00:00,2034-04-30 23:59:59,No,No,Sectigo,n/a,S/MIME,n/a,n/a,n/a,n/a,00F94B69CAC527D96F8661B38E01CDBC55,C2FE74A0F8033D768D34EFCA1B2A592498DCEDF5
Intermediate,"CN=Sectigo Public Email Protection Root E46
O=Sectigo Limited
C=GB","CN=宝塔 ECC Secure Email CA
O=广东堡塔安全技术有限公司
C=CN",3E057297B9E78E80991B460B1A273E4A83BE1FB0F74783CB9F81456EF1700005,E5D1A49F02F8687D5808117FD3FBDECD0FD6D4F07B2CC6BCBB0094A708EBBAC1,2024-11-06 00:00:00,2034-11-05 23:59:59,No,No,Sectigo,n/a,S/MIME,n/a,n/a,n/a,n/a,392A43BB0CC1CDAF535ABFAC16827CAC,8C4A8705089CD8D60A3498F4CEB24E700DA8724C
Root,"CN=Sectigo Public Email Protection Root R46
O=Sectigo Limited
C=GB","CN=Sectigo Public Email Protection Root R46
O=Sectigo Limited
C=GB",D5917A7791EB7CF20A2E57EB98284A67B28A57E89182DA53D546678C9FDE2B4F,1EBBBB91877F315B3214C972148B4D9C9CA2DCB306F06D6655642824BEC51A25,2021-03-22 00:00:00,2046-03-21 23:59:59,No,No,Sectigo,n/a,S/MIME,n/a,n/a,n/a,n/a,1D449EB90D839174AEDDF2EB88B7A6A3,A7D79577EB4AC327CD93BE374C268421147D5D98
Intermediate,"CN=Sectigo Public Email Protection Root R46
O=Sectigo Limited
C=GB","CN=Alpiro RSA Secure Email CA 2
O=Alpiro s.r.o.
C=CZ",842EE6B3C470EC556248CEE62CF52D8154D0D4DCA8D543A6AEF0D075C3F7A6BE,3DF77D30D93A85536D48E9ECB3573CE4F8B3F1A290327D6B77935EA8D564B474,2024-05-01 00:00:00,2034-04-30 23:59:59,No,No,Sectigo,n/a,S/MIME,n/a,n/a,n/a,n/a,74ECEECFAC83D422AE03EEAC25134499,CFB336415AA153FC9D76447A7031A5D6C55E36ED
Intermediate,"CN=Sectigo Public Email Protection Root R46
O=Sectigo Limited
C=GB","CN=CerSign RSA Secure Email CA 2
O=CerSign Technology Limited
C=CN",977C4E246A4AAF8B7654FF65AE09F8DC29D051FB21E3E4EFA5627CA23804A999,7288F1A35F7B80D84FEDF45B8BA628AE8AC5B284EE5BC5470A59AC69E9788B3B,2024-05-01 00:00:00,2034-04-30 23:59:59,No,No,Sectigo,n/a,S/MIME,n/a,n/a,n/a,n/a,009BAFAEFD8F1D3ABC77AC31AE55FA46EF,5F71A967DAC9EA285DC2C2FF7FC47019BBFF1869
Intermediate,"CN=Sectigo Public Email Protection Root R46
O=Sectigo Limited
C=GB","CN=CloudSecure RSA Secure Email CA 3
O=CloudSecure Corporation
C=JP",981B579C06F1AC49F9D28C7C8993D995EB7F9176D94A5A1B0782DB6BC5E0394B,BE1FC84185BBA624029AB15F5B295ED617CF4D6AC985195EA8765D84457E191D,2025-05-14 00:00:00,2035-05-13 23:59:59,No,No,Sectigo,n/a,S/MIME,n/a,n/a,n/a,n/a,00838C171AD747697DA291F0554166B019,ED99C2061F322BDEF536CABE902BE6CC28DEE600
Intermediate,"CN=Sectigo Public Email Protection Root R46
O=Sectigo Limited
C=GB","CN=EUNETIC RSA Secure Email CA 4
O=EUNETIC GmbH
C=DE",D577DD16A9CCA4D093ED4B1E315AEA09640C74A522C1B18045C12FC72DC53A53,DE4E71D8AF5E4D17D50092F029CAB51228100DB3F564E0B3582B3EA7D760F80B,2025-08-20 00:00:00,2035-08-19 23:59:59,No,No,Sectigo,n/a,S/MIME,n/a,n/a,n/a,n/a,008FF18014D46AA17952371B14539812DA,5BBA8558EC78BE551D4A1601190D89843D62CE4B
Intermediate,"CN=Sectigo Public Email Protection Root R46
O=Sectigo Limited
C=GB","CN=FujiSSL RSA Secure Email CA 2
O=Nijimo, Inc.
C=JP",CC746668B0B09C30E20B7A1AD1A9A74986E0F45D40893C8417177520668ED08D,EDD94182920123D6FD7120F61F5E298568CE44A375FC2CD18AB7AE5758C67EB2,2024-06-05 00:00:00,2034-06-04 23:59:59,No,No,Sectigo,n/a,S/MIME,n/a,n/a,n/a,n/a,4D661BAF941A6C4B3F83FD6665FBC6F0,0767805BB482EFE9DA61A3A8903DAF74F81A84F6
Intermediate,"CN=Sectigo Public Email Protection Root R46
O=Sectigo Limited
C=GB","CN=InCommon RSA Secure Email CA 3
O=Internet2
C=US",94A3CF64537134D8253645099C892F42EFA9E238F40FE0EF0DC4E521E09D5756,775FD61A260F7B2AE5828ABEADDAF65D668B17AEA4921964291F833E4CA90983,2024-06-05 00:00:00,2034-06-04 23:59:59,No,No,Sectigo,n/a,S/MIME,n/a,n/a,n/a,n/a,00E8E9D5F8AAC3130104EE5BFB0AF0B77F,9447D73B338288D65DBBE278BEE1DA39BAC8213B
Intermediate,"CN=Sectigo Public Email Protection Root R46
O=Sectigo Limited
C=GB","CN=iTrust RSA Secure Email CA 2
O=iTrust, Inc.
C=CN",964075106DE580392A907E1E2EB53237260FA31CF10D04B3CCF991B65C947EF8,4B314322C72CB7C73BB2AFCAB0AA7AB907D89B6A60D65474EE335E8853024827,2024-11-06 00:00:00,2034-11-05 23:59:59,No,No,Sectigo,n/a,S/MIME,n/a,n/a,n/a,n/a,48AA00F1C0FE176EE47F992987F09C63,FC5CB5AA42D6587FCFA3BB2CD86D3B5C90F01029
Intermediate,"CN=Sectigo Public Email Protection Root R46
O=Sectigo Limited
C=GB","CN=Lidl & Kaufland Asia RSA Secure Email CA
O=Lidl & Kaufland Asia Pte. Limited
C=SG",1BC55F92EC2BF0B80EADB2BD3AD673E8D8771BC90C3260847006452CA2494D32,BDAAD54FE40B7884E75B8A83FF3FC3E1781214273C08CF3D938B3491F012B23C,2024-10-03 00:00:00,2034-10-02 23:59:59,No,No,Sectigo,n/a,S/MIME,n/a,n/a,n/a,n/a,00C8AD0C8171EB7671AC0FDC10E3B672E5,27D45A73020CEA5BDBC983830BC6F32D39E9D9E5
Intermediate,"CN=Sectigo Public Email Protection Root R46
O=Sectigo Limited
C=GB","CN=NtangledState RSA Secure Email CA
O=NtangledState Inc.
C=CA",C52E7545D1264295B6D10D88000CE793A0F7604A293C5DFE41E4DE352E6F1495,3630B96DA5A797CF93ED20E90B4314AA677AD4CF6173614D485203F32D6916EB,2025-05-14 00:00:00,2035-05-13 23:59:59,No,No,Sectigo,n/a,S/MIME,n/a,n/a,n/a,n/a,6A03508EB096934C7781E9EB30319E03,68DF709F527122BE186982FA2C61BCC468711EAC
Intermediate,"CN=Sectigo Public Email Protection Root R46
O=Sectigo Limited
C=GB","CN=Sectigo Public Email Protection CA R36
O=Sectigo Limited
C=GB",118783706A481641898904DC4C322B4A322C37ABA3ECB9C6E90E408616DC3456,CAB40F5691BAC57CC3D40AB376D5CD5801ABB32C7AAF3C0A3CA157C47E6627C2,2021-03-22 00:00:00,2036-03-21 23:59:59,No,No,Sectigo,n/a,S/MIME,n/a,n/a,n/a,n/a,76F7B7FE2D794BDA60A4927F4B3E5CC2,1F04A47E4CF632B109E2917CE16CDF52BFCF2EFD
